Date,Branch,Shift,Inflow_m3,Outflow_m3,Loss_m3,Total_Production_Cost_RWF,Water_Revenue_RWF,Net_Profit_RWF,Recorded_By,pH_Level,Turbidity_NTU,Temperature,Chlorine_mgL,Nitrate_mgL,Efficiency_%
2021-11-15,HUYE,Day,24432.8,17389.6,7043.3,1290928.0,13355207.0,12064279.0,system_historical,7.2,3.81,19.12,0.31,29.0,71.2
2021-12-01,HUYE,Night,26093.6,20305.5,5788.1,1272994.0,15594636.0,14321642.0,system_historical,6.83,2.57,19.8,0.4,32.92,77.8
2021-12-15,HUYE,Night,23614.8,18066.7,5548.1,1552233.0,13875203.0,12322970.0,system_historical,6.89,4.01,23.67,0.34,28.21,76.5
2022-01-01,KIGALI,Day,89828.5,71832.7,17995.9,2791673.0,55167486.0,52375813.0,system_historical,7.3,4.02,23.95,0.37,15.87,80.0
2022-01-15,KIGALI,Day,97446.6,72356.4,25090.2,2985679.0,55569704.0,52584025.0,system_historical,7.26,2.5,22.28,0.38,15.39,74.3
2022-02-01,KIGALI,Night,96544.6,74879.0,21665.6,2393826.0,57507073.0,55113247.0,system_historical,7.48,3.97,18.8,0.28,41.57,77.6
2022-02-15,KIGALI,Night,88520.1,64683.3,23836.8,2399284.0,49676811.0,47277527.0,system_historical,7.49,1.63,21.84,0.44,22.86,73.1
2022-03-01,KIGALI,Day,99468.2,72971.7,26496.5,2916927.0,56042296.0,53125369.0,system_historical,7.25,4.03,22.01,0.35,22.87,73.4
2022-03-15,KIGALI,Day,86958.3,63969.3,22989.0,2837383.0,49128391.0,46291009.0,system_historical,6.92,4.44,21.74,0.43,40.08,73.6
2022-04-01,KIGALI,Night,88384.2,67098.5,21285.7,2551695.0,51531646.0,48979951.0,system_historical,6.82,4.33,21.84,0.41,22.98,75.9
2022-04-15,KIGALI,Night,93976.5,75363.9,18612.6,2519848.0,57879467.0,55359619.0,system_historical,7.27,2.62,18.27,0.27,34.75,80.2
2022-05-01,KIGALI,Day,96914.9,77281.7,19633.2,2538983.0,59352339.0,56813355.0,system_historical,6.81,2.97,21.42,0.3,37.5,79.7
2022-05-15,KIGALI,Day,101136.3,78323.2,22813.1,2748514.0,60152189.0,57403675.0,system_historical,6.93,3.18,22.67,0.26,39.14,77.4
2022-06-01,KIGALI,Night,93910.7,68373.1,25537.5,2876660.0,52510572.0,49633913.0,system_historical,6.85,3.31,18.44,0.38,15.71,72.8
2022-06-15,KIGALI,Night,91746.7,71855.4,19891.3,2570286.0,55184976.0,52614689.0,system_historical,6.81,1.92,23.85,0.27,15.85,78.3
2022-07-01,KIGALI,Day,93783.2,71930.5,21852.7,2350935.0,55242597.0,52891662.0,system_historical,7.3,2.38,18.69,0.36,34.41,76.7
2022-07-15,KIGALI,Day,92319.0,68705.6,23613.4,2949528.0,52765890.0,49816362.0,system_historical,7.09,1.63,22.02,0.35,34.18,74.4
2022-08-01,KIGALI,Night,97288.7,77492.8,19795.9,2431682.0,59514488.0,57082806.0,system_historical,7.13,3.87,21.5,0.28,44.19,79.7
2022-08-15,KIGALI,Night,99425.1,74362.8,25062.3,2432027.0,57110640.0,54678613.0,system_historical,7.45,1.87,20.91,0.25,15.3,74.8
2022-09-01,KIGALI,Day,92445.0,67643.1,24801.8,2686002.0,51949935.0,49263933.0,system_historical,7.5,3.2,22.0,0.28,43.92,73.2
2022-09-15,KIGALI,Day,88797.2,64809.5,23987.7,2801984.0,49773677.0,46971693.0,system_historical,6.85,2.59,20.13,0.42,23.59,73.0
2022-10-01,KIGALI,Night,90192.2,69120.6,21071.6,2539199.0,53084589.0,50545389.0,system_historical,7.19,2.89,23.06,0.31,42.61,76.6
2022-10-15,KIGALI,Night,90255.0,70888.2,19366.8,2643541.0,54442147.0,51798606.0,system_historical,6.89,3.95,20.12,0.39,39.17,78.5
2022-11-01,KIGALI,Day,95059.9,74412.4,20647.5,2570411.0,57148707.0,54578295.0,system_historical,7.16,3.41,18.74,0.43,24.46,78.3
2022-11-15,KIGALI,Day,86261.3,62902.2,23359.0,2394916.0,48308913.0,45913998.0,system_historical,6.94,4.0,18.08,0.32,43.33,72.9
2022-12-01,KIGALI,Night,94731.6,73671.7,21059.9,2551012.0,56579882.0,54028870.0,system_historical,7.11,3.53,18.67,0.33,15.76,77.8
2022-12-15,KIGALI,Night,93205.4,70711.7,22493.7,2789595.0,54306595.0,51517000.0,system_historical,6.86,2.89,19.4,0.28,17.51,75.9
2022-01-01,MUHANGA,Day,31186.0,25057.2,6128.8,1516018.0,19243918.0,17727901.0,system_historical,7.38,2.68,22.69,0.27,35.58,80.3
2022-01-15,MUHANGA,Day,33211.0,26587.1,6623.9,1657012.0,20418892.0,18761880.0,system_historical,7.38,1.66,21.62,0.25,18.81,80.1
2022-02-01,MUHANGA,Night,34143.8,25621.6,8522.2,1452754.0,19677376.0,18224622.0,system_historical,6.9,1.97,19.46,0.28,19.14,75.0
2022-02-15,MUHANGA,Night,33096.2,26047.4,7048.8,1543443.0,20004401.0,18460958.0,system_historical,7.39,1.68,19.02,0.35,21.37,78.7
2022-03-01,MUHANGA,Day,31224.8,23855.7,7369.0,1610282.0,18321203.0,16710921.0,system_historical,7.44,2.81,20.09,0.31,42.85,76.4
2022-03-15,MUHANGA,Day,31706.5,23984.7,7721.9,1506354.0,18420217.0,16913863.0,system_historical,6.88,2.05,20.57,0.41,33.39,75.6
2022-04-01,MUHANGA,Night,30151.6,23880.6,6271.1,1568870.0,18340284.0,16771414.0,system_historical,7.26,2.63,18.99,0.3,40.97,79.2
2022-04-15,MUHANGA,Night,33269.0,26748.3,6520.6,1504622.0,20542731.0,19038109.0,system_historical,7.06,4.4,19.4,0.35,21.54,80.4
2022-05-01,MUHANGA,Day,33951.1,24944.8,9006.3,1667581.0,19157587.0,17490007.0,system_historical,7.35,2.76,19.82,0.28,35.32,73.5
2022-05-15,MUHANGA,Day,33960.3,25304.2,8656.1,1255087.0,19433650.0,18178563.0,system_historical,7.31,2.87,21.1,0.4,24.95,74.5
2022-06-01,MUHANGA,Night,30580.9,24489.4,6091.4,1420386.0,18807887.0,17387501.0,system_historical,7.01,2.48,21.95,0.44,17.52,80.1
2022-06-15,MUHANGA,Night,34175.6,26458.9,7716.7,1724790.0,20320440.0,18595651.0,system_historical,7.15,2.61,22.42,0.3,17.39,77.4
2022-07-01,MUHANGA,Day,32050.9,25639.4,6411.5,1562557.0,19691070.0,18128513.0,system_historical,7.27,3.91,18.22,0.3,29.35,80.0
2022-07-15,MUHANGA,Day,29955.5,24033.3,5922.2,1510282.0,18457573.0,16947291.0,system_historical,7.35,3.41,18.27,0.26,21.47,80.2
2022-08-01,MUHANGA,Night,31099.0,22683.5,8415.4,1405218.0,17420965.0,16015747.0,system_historical,7.0,3.62,22.57,0.33,38.55,72.9
2022-08-15,MUHANGA,Night,30756.5,23087.0,7669.5,1584597.0,17730824.0,16146228.0,system_historical,7.23,3.89,19.22,0.3,21.46,75.1
2022-09-01,MUHANGA,Day,33804.1,26131.1,7673.0,1714874.0,20068681.0,18353807.0,system_historical,7.07,3.5,22.58,0.27,41.13,77.3
2022-09-15,MUHANGA,Day,30968.8,23787.3,7181.5,1699508.0,18268654.0,16569146.0,system_historical,7.48,3.24,18.73,0.44,18.68,76.8
2022-10-01,MUHANGA,Night,30364.1,23882.1,6482.0,1387798.0,18341440.0,16953642.0,system_historical,6.93,3.11,20.56,0.29,31.32,78.7
2022-10-15,MUHANGA,Night,29263.7,22559.6,6704.1,1635623.0,17325774.0,15690151.0,system_historical,7.16,3.31,19.6,0.28,28.64,77.1
2022-11-01,MUHANGA,Day,33226.8,26255.7,6971.1,1569166.0,20164380.0,18595214.0,system_historical,7.35,3.78,20.59,0.28,23.55,79.0
2022-11-15,MUHANGA,Day,29249.9,23355.5,5894.4,1451185.0,17936988.0,16485803.0,system_historical,7.49,2.19,19.91,0.34,33.92,79.8
2022-12-01,MUHANGA,Night,32471.1,25608.4,6862.7,1520031.0,19667257.0,18147226.0,system_historical,6.92,2.56,21.07,0.33,44.33,78.9
2022-12-15,MUHANGA,Night,31893.7,24446.8,7446.9,1575335.0,18775148.0,17199813.0,system_historical,7.24,3.06,19.11,0.31,29.84,76.7
2022-01-01,MUSANZE,Day,15052.1,12044.9,3007.2,1243614.0,9250509.0,8006895.0,system_historical,7.25,4.4,19.46,0.31,42.12,80.0
2022-01-15,MUSANZE,Day,16199.0,12505.7,3693.3,1486835.0,9604389.0,8117554.0,system_historical,7.21,3.47,23.5,0.32,24.77,77.2
2022-02-01,MUSANZE,Night,16946.9,12846.4,4100.4,1199870.0,9866069.0,8666199.0,system_historical,7.47,2.17,21.83,0.38,37.76,75.8
2022-02-15,MUSANZE,Night,16021.3,12528.8,3492.4,1389961.0,9622139.0,8232178.0,system_historical,6.94,3.08,18.05,0.45,37.06,78.2
2022-03-01,MUSANZE,Day,16890.3,13170.0,3720.3,1352058.0,10114556.0,8762498.0,system_historical,7.45,3.68,22.65,0.32,16.72,78.0
2022-03-15,MUSANZE,Day,16088.3,11770.2,4318.0,1347921.0,9039544.0,7691622.0,system_historical,7.44,3.55,23.43,0.4,17.2,73.2
2022-04-01,MUSANZE,Night,16402.3,12723.8,3678.5,1315514.0,9771873.0,8456360.0,system_historical,7.1,3.45,21.68,0.31,36.78,77.6
